vendor_id;article_no;SKU;name;product_type;additional_attributes;configurable_variations;categories;description_short;description_long;product_features;ean_or_gtin_code;manufacturer_no;brand;price;currency;vat_rate;qty;weight;length;width;height;base_image;additional_images
;606163;;Uppsugningsset;TENNIS;;;Tennis;Uppsugningsset;Uppsugningsset för tennisbana.;;;;;1,815.48;SEK;25%;SET;;;;;https://webshop.unisport.com/se_sv/image/606163;
;606164;;Planborste 2 meter;TENNIS;;;Tennis;Planborste 2 meter;Planborste för tennisbana. Bredd: 2000 mm. Se art 606165 för extra borste.;;;;;2,478.04;SEK;25%;ST;;;;;https://webshop.unisport.com/se_sv/image/606164;
;606165;;Borste till planborste;TENNIS;;;Tennis;Borste till planborste;Extraborste till planborste (se art 606164). Borsten är 500 mm bred.;;;;;323.9;SEK;25%;ST;;;;;https://webshop.unisport.com/se_sv/image/606165;
;606166;;Ruggningsskena tennis;TENNIS;;;Tennis;Ruggningsskena tennis;Ruggningsskena för tennisbana. Exkl skaft som säljs separat (se art 606167).;;;;;1,062.72;SEK;25%;ST;;;;;https://webshop.unisport.com/se_sv/image/606166;
;606167;;Skaft till ruggningsskena;TENNIS;;;Tennis;Skaft till ruggningsskena;Skaft till ruggningsskena (se art 606166). 170 cm lång, 32 mm diameter.;;;;;182.86;SEK;25%;ST;;;;;https://webshop.unisport.com/se_sv/image/606167;
;606168;;Gummikratta;TENNIS;;;Tennis;Gummikratta 70 cm bredd;Gummikratta för tennisbana. Bredd 70 cm. Exkl skaft som säljs separat (se art 606169).;;;;;1,006.96;SEK;25%;ST;;;;;https://webshop.unisport.com/se_sv/image/606168;
;606169;;Skaft till gummikratta;TENNIS;;;Tennis;Skaft till kratta (till 606168);Skaft till gummikratta (se art 606168).;;;;;151.7;SEK;25%;ST;;;;;https://webshop.unisport.com/se_sv/image/606169;
;606170;;Markfäste mittjusterarband;TENNIS;;;Tennis;Markfäste mittjusterarband;Markfäste för mittjusterarband till tennisnät som gjuts i marken.;;;;;341.94;SEK;25%;ST;;;;;https://webshop.unisport.com/se_sv/image/606170;
;606171;;Tennisgrus TEGRA;TENNIS;;;Tennis;Tennisgrus TEGRA storsäck;Tennisgrus som består av en blandning av krossad tegel och krossade tegelpannor.;;;;;2,685.50;SEK;25%;ST;;;;;https://webshop.unisport.com/se_sv/image/606171;
;606172;;Tennisgrus TEGRA;TENNIS;;;Tennis;Tennisgrus TEGRA säck à 25 kg;Tennisgrus som består av en blandning av krossad tegel och krossade tegelpannor.;;;;;86.1;SEK;25%;ST;;;;;https://webshop.unisport.com/se_sv/image/606172;
;606173;;Tennisgrus TEGRA Match;TENNIS;;;Tennis;Tennisgrus TEGRA Match storsäck;Förstklassigt tennisgrus som består av krossade tegelpannor. Säljs i storsäck eller lösvikt.;;;;;2,760.94;SEK;25%;ST;;;;;https://webshop.unisport.com/se_sv/image/606173;
;606174;;Tennisgrus TEGRA Match;TENNIS;;;Tennis;Tennisgrus TEGRA Match lösvikt;Förstklassigt tennisgrus som består av krossade tegelpannor. Säljs i storsäck eller lösvikt.;;;;;2,380.46;SEK;25%;M3;;;;;https://webshop.unisport.com/se_sv/image/606174;
;606176;;Stolprent Dip´n Clean;HANDBOLL;;;Handball;Dip'n Clean stolprengöring 1 L;Dip’n Clean Stolprent tar bort klister från dörrar, målstolpar, stolar, etc. på bara några minuter.;;;;;119.72;SEK;25%;ST;;;;;https://webshop.unisport.com/se_sv/image/606176;
;606177;;Handrent Dip´n Clean;HANDBOLL;;;Handball;Dip'n Clean handrengöring 0,25 L;Dip’n Clean Handrent tar lätt och effektivt bort klister från händerna. Dip’n Clean Handrent finns i flaskor om 250 ml alternativt 500 ml. Flaskan med 250 ml är smidig att ta med till både match och träning.;;;;;42.64;SEK;25%;ST;;;;;https://webshop.unisport.com/se_sv/image/606177;
;606179;;Dispenser Dip´n Clean;HANDBOLL;;;Other;Dip'n Clean hållare;Dispenser för 500 ml flaska med Handrent Dip´n Clean. Dispensern är enkel att montera.;;;;;199.26;SEK;25%;ST;;;;;https://webshop.unisport.com/se_sv/image/606179;
;606180;;Bollvagn TRETORN;TENNIS;;;Storage;Bollvagn TRETORN med avdelare;Bollvagn från Tretorn med plats för 325 tennisbollar inklusive avdelare vid användning av flera typer av bollar. Gummihjul i hög kvalitet för enkel förflyttning.;;;;;2,422.28;SEK;25%;ST;;;;;https://webshop.unisport.com/se_sv/image/606180;
;606181;;Tennisbollar TRETORN Academy Red 3-p;TENNIS;;;Tennis;Tennisboll TRETORN Academy Red 3-p;Överdimensionerad lågkompressionsboll med standardfilt som är optimal för utomhusspel. Passar för barn 4–7 år. ITF-godkänd steg 3. 15 % större och 40 % lättare än en standardboll. - 75 % mindre studs. - 75 % lägre hastighet.;;;;;141.04;SEK;25%;FP;;;;;https://webshop.unisport.com/se_sv/image/606181;
;606182;;Tennisbollar TRETORN Academy Green 3-p;TENNIS;;;Tennis;Tennisboll TRETORN Academy Green 3-p;Mellankompressionsboll som passar barn 9-10 år och vuxna nybörjare. ITF-godkänd steg 1. Mjukare och 20 % lättare än en standardboll. - 25 % mindre studs. - 25 % lägre hastighet.;;;;;141.04;SEK;25%;FP;;;;;https://webshop.unisport.com/se_sv/image/606182;
;606183;;Bollkorg TRETORN;TENNIS;;;Storage;Bollkorg TRETORN;Bollkorg med plats för 80 tennisbollar som är enkel att använda och extra stadig i stående läge. Skjutbara öppningar ovanpå kan enkelt låsas i läge så att bollarna inte trillar ut under transport.;;;;;656.82;SEK;25%;ST;;;;;https://webshop.unisport.com/se_sv/image/606183;
;606186;;Tennisstolpar HASPO Fyrkantig;TENNIS;;;Tennis;Tennisstolpar Haspo. Fyrkantig, vit;Tennisstolpar för utomhusbruk. Tillverkade av aluminium, med spännskruv invändigt i spännstolpen. Lämplig för nät som sitter uppe permanent. Inkl. markhylsor och lock. Säljs i par. Exkl. nät som säljs separat. Finns i tre olika färger.;;;;;3,466.14;SEK;25%;PAR;;;;;https://webshop.unisport.com/se_sv/image/606186;
;606187;;Tennisstolpar HASPO Fyrkantig;TENNIS;;;Tennis;Tennisstolpar Haspo. Fyrkantig, grön;Tennisstolpar för utomhusbruk. Tillverkade av aluminium, med spännskruv invändigt i spännstolpen. Lämplig för nät som sitter uppe permanent. Inkl. markhylsor och lock. Säljs i par. Exkl. nät som säljs separat. Finns i tre olika färger.;;;;;3,466.14;SEK;25%;PAR;;;;;https://webshop.unisport.com/se_sv/image/606187;
;606188;;Tennisstolpar HASPO Rund;TENNIS;;;Tennis;Tennisstolpar Haspo. Rund, silver;Tennisstolpar för utomhusbruk. Tillverkade av aluminium, med spännskruv invändigt i spännstolpen. Lämplig för nät som sitter uppe permanent. Inkl. markhylsor och lock. Säljs i par. Exkl. nät som säljs separat. Finns i tre olika färger.;;;;;3,230.80;SEK;25%;PAR;;;;;https://webshop.unisport.com/se_sv/image/606188;
;606189;;Tennisstolpar HASPO Rund;TENNIS;;;Tennis;Tennisstolpar Haspo. Rund, vit;Tennisstolpar för utomhusbruk. Tillverkade av aluminium, med spännskruv invändigt i spännstolpen. Lämplig för nät som sitter uppe permanent. Inkl. markhylsor och lock. Säljs i par. Exkl. nät som säljs separat. Finns i tre olika färger.;;;;;3,366.10;SEK;25%;PAR;;;;;https://webshop.unisport.com/se_sv/image/606189;
;606190;;Tennisstolpar HASPO Rund;TENNIS;;;Tennis;Tennisstolpar Haspo. Rund, grön;Tennisstolpar för utomhusbruk. Tillverkade av aluminium, med spännskruv invändigt i spännstolpen. Lämplig för nät som sitter uppe permanent. Inkl. markhylsor och lock. Säljs i par. Exkl. nät som säljs separat. Finns i tre olika färger.;;;;;3,366.10;SEK;25%;PAR;;;;;https://webshop.unisport.com/se_sv/image/606190;
;606191;;Skoborste Clean;FÖRBRUKN;;;Other;Skoborste;Skoborstgaller av galvat stål med justerbara bakre borstar. Kan kompletteras med stativ som säljs separat (se art 606192).;;;;;906.1;SEK;25%;ST;;;;;https://webshop.unisport.com/se_sv/image/606191;
;606192;;Stativ till Skoborste Clean;FÖRBRUKN;;;Other;Stativ till skoborste;Stativ som passar till Skoborste Clean (se art 606191).;;;;;338.66;SEK;25%;ST;;;;;https://webshop.unisport.com/se_sv/image/606192;
;606194;;Informationstavla HELO;TENNIS;;;Tennis;Informationstavla HELO;Informationstavla där ram och dörr är i eloxerad aluminium och den bakre ramen i stål. Skärmen är i tåligt akrylglas med gummitätning. Med två säkerhetslås och 4 nycklar. Levereras med 10 magneter och beslag för väggmontage. Mått: 1000 x 850 mm (B x H).;;;;;10,660.00;SEK;25%;ST;;;;;https://webshop.unisport.com/se_sv/image/606194;
;606196;;Bollvägg Tennis;TENNIS;;;Tennis;Bollvägg 2 x 3 meter;Praktiskt träningstillbehör för tennisspelaren med steglös justering av vinkeln. 2000 x 3000 mm.;;;;;3,234.90;SEK;25%;ST;;;;;https://webshop.unisport.com/se_sv/image/606196;
;606198;;Volleyboll ALL IN SPORT School Fairtrade;VOLLEYBOLL;;;Volleyball;Volleyboll ALL IN SPORT School Fairtrade;Fairtrade-märkt volleyboll till ett bra pris. Lämplig skol- och fritidsboll. Officiell storlek och vikt.;;;;;203.36;SEK;25%;ST;;;;;https://webshop.unisport.com/se_sv/image/606198;
;606199;;Fotboll ALL IN SPORT Club Fairtrade;BOLLAR;;;Football;Fotboll ALL IN SPORT Club Fairtrade;Prisvärd Fairtrade-märkt allvädersboll med slitstark yta. Lämplig för skolan och de lägre serierna.;;;;;162.36;SEK;25%;ST;;;;;https://webshop.unisport.com/se_sv/image/606199;
;606200;;Fotboll ALL IN SPORT Club Fairtrade;BOLLAR;;;Football;Fotboll ALL IN SPORT Club Fairtrade;Prisvärd Fairtrade-märkt allvädersboll med slitstark yta. Lämplig för skolan och de lägre serierna.;;;;;162.36;SEK;25%;ST;;;;;https://webshop.unisport.com/se_sv/image/606200;
;606201;;Fotboll ALL IN SPORT Club Fairtrade;BOLLAR;;;Football;Fotboll ALL IN SPORT Club Fairtrade;Prisvärd Fairtrade-märkt allvädersboll med slitstark yta. Lämplig för skolan och de lägre serierna.;;;;;162.36;SEK;25%;ST;;;;;https://webshop.unisport.com/se_sv/image/606201;
;606222;;Nätkrok fzb;FOTBOLL;;;Football;Öglekrok med glidmutter för nät;Elförzinkad sluten nätkrok med glidmutter för målnät. Säljs per styck. Målnätet fästs med snöre (lagningsgarn) som säljs separat.;;;;;22.96;SEK;25%;ST;;;;;https://webshop.unisport.com/se_sv/image/606222;
;606223;;Hylsor till Flexpegs ISTECH;VINTERIDR;;;Icehockey;Hylsor till flexpegs;Komplett set med hylsor till Flexpegs ISTECH. Innehåller 4 stycken innerhylsor (art nr 605973) och 1 set gjuthylsor (art nr 605972).;;;;;2,018.02;SEK;25%;SET;;;;;https://webshop.unisport.com/se_sv/image/606223;
;606224;;Ruggningsskena med skaft;TENNIS;;;Tennis;Ruggningsskena komplett med skaft;Komplett ruggningsskena med skaft för tennisbana.;;;;;1,188.18;SEK;25%;ST;;;;;https://webshop.unisport.com/se_sv/image/606224;
;606225;;Gummikratta med skaft;TENNIS;;;Tennis;Gummikratta komplett med skaft;Komplett gummikratta med skaft för tennisbana.;;;;;1,098.80;SEK;25%;ST;;;;;https://webshop.unisport.com/se_sv/image/606225;
;606228;;Bollkorg BABOLAT;TENNIS;;;Storage;Bollkorg BABOLAT på ihopfällbar ställning;Bollkorg med plats för 120 st tennisbollar. Ställning med hjul som är låsbara. Ihopfällbar ställning samt väska som är löstagbar.;;;;;3,230.80;SEK;25%;ST;;;;;https://webshop.unisport.com/se_sv/image/606228;
;606233;;Fotboll ALL IN SPORT Indoor Filt Fairtrade;BOLLAR;;;Football;Fotboll ALL IN SPORT Indoor Filt Fairtrade;Populär Faritrade-märkt filtklädd innefotboll. Gul.;;;;;177.94;SEK;25%;ST;;;;;https://webshop.unisport.com/se_sv/image/606233;
;606234;;Fotboll ALL IN SPORT Indoor Filt Fairtrade;BOLLAR;;;Football;Fotboll ALL IN SPORT Indoor Filt Fairtrade;Populär Faritrade-märkt filtklädd innefotboll. Gul.;;;;;177.94;SEK;25%;ST;;;;;https://webshop.unisport.com/se_sv/image/606234;
;606235;;Fotboll ALL IN SPORT Futsal Fairtrade;BOLLAR;;;Football;Fotboll ALL IN SPORT Futsal Fairtrade;Fairtrade-märkt futsalboll med låg studs för inomhusspel. Storlek 4.;;;;;303.4;SEK;25%;ST;;;;;https://webshop.unisport.com/se_sv/image/606235;
;606239;;Kastredskap Vortex 5-p;FÖRBRUKN;;;Throughing;Vortex träningskastredskap 5-pack;Ett idealiskt lek- och kastträningsredskap för barn. Även vuxna kan med fördel använda produkten vid exempelvis kastträning. Säljs i 5-pack.;;;;;1,293.96;SEK;25%;ST;;;;;https://webshop.unisport.com/se_sv/image/606239;
;606241;;Golvskydd Innebandymål Junior;RESERVDEL;;;Arena & Rink;Golvskydd främre delen ib-mål jr 603311;;;;;;101.68;SEK;25%;ST;;;;;https://webshop.unisport.com/se_sv/image/606241;
;606242;;Golvskydd Innebandymål Junior;RESERVDEL;;;Arena & Rink;Golvskydd bakre delen ib-mål jr 603311;;;;;;50.02;SEK;25%;ST;;;;;https://webshop.unisport.com/se_sv/image/606242;
;606245;;Träningshäck UNISPORT;FOTBOLL;;;Running;Träningshäck 200;Lätta träningshäckar i plast. Blandade färger. Finns i 3 olika höjder. Säljs styckvis.;;;;;68.06;SEK;25%;ST;;;;;https://webshop.unisport.com/se_sv/image/606245;
;606246;;Träningshäck UNISPORT;FOTBOLL;;;Running;Träningshäck 250;Lätta träningshäckar i plast. Blandade färger. Finns i 3 olika höjder. Säljs styckvis.;;;;;76.26;SEK;25%;ST;;;;;https://webshop.unisport.com/se_sv/image/606246;
;606247;;Träningshäck UNISPORT;FOTBOLL;;;Running;Träningshäck 300;Lätta träningshäckar i plast. Blandade färger. Finns i 3 olika höjder. Säljs styckvis.;;;;;87.74;SEK;25%;ST;;;;;https://webshop.unisport.com/se_sv/image/606247;
;606249;;HLR-docka Mini Anne Plus 10-p;FÖRBRUKN;;;Medical equipment;Mini Anne Plus 10-pack;Mini Anne Plus kit är utformat för att bland annat skolor ska, på ett enkelt och effektivt sätt, kunna bedriva kvalitativa HLR-utbildningar. Paketet innehåller 10 dockor, 10 knäskydd för deltagarna, 10 pumpväskor, 2 insamlingspåsar, 10 ansiktsmasker, 50-pack våtservetter, 50-pack luftvägar, samt en behändig och praktisk väska.;;;;;8,799.42;SEK;25%;FP;;;;;https://webshop.unisport.com/se_sv/image/606249;
;606257;;Innebandyklubba SALMING M-Blade 32;INNEBANDY;;;Floorball;Innebandyklubba SALMING Campus M-blade 32;IFF-certifierad innebandyklubba. Längd 87 cm. Flex 32. Koniskt kompositskaft med grepplinda. Klubborna säljs styckvis och finns som höger respektive vänster.;;;;;323.9;SEK;25%;ST;;;;;https://webshop.unisport.com/se_sv/image/606257;
;606258;;Innebandyklubba SALMING M-Blade 32;INNEBANDY;;;Floorball;Innebandyklubba SALMING Campus M-blade 32;IFF-certifierad innebandyklubba. Längd 87 cm. Flex 32. Koniskt kompositskaft med grepplinda. Klubborna säljs styckvis och finns som höger respektive vänster.;;;;;323.9;SEK;25%;ST;;;;;https://webshop.unisport.com/se_sv/image/606258;
;606259;;Innebandyklubba SALMING Xplode 30;INNEBANDY;;;Floorball;Innebandyklubba SALMING Campus Xplode 30;En populär kompositklubba med prisvärt skaft med hårdare flex (30). Utrustad med Salmings Xplode-blad som med sin unika vridstyvhet ger dig maximal kraft vid skott. Toe-drag-funktion i spetsen för att underlätta att dra bollen emot dig. Längd 96 cm (skaft). Klubborna säljs endast styckvis och finns både som vänster och höger.;;;;;424.76;SEK;25%;ST;;;;;https://webshop.unisport.com/se_sv/image/606259;
;606260;;Innebandyklubba SALMING Xplode 30;INNEBANDY;;;Floorball;Innebandyklubba SALMING Campus Xplode 30;En populär kompositklubba med prisvärt skaft med hårdare flex (30). Utrustad med Salmings Xplode-blad som med sin unika vridstyvhet ger dig maximal kraft vid skott. Toe-drag-funktion i spetsen för att underlätta att dra bollen emot dig. Längd 96 cm (skaft). Klubborna säljs endast styckvis och finns både som vänster och höger.;;;;;424.76;SEK;25%;ST;;;;;https://webshop.unisport.com/se_sv/image/606260;
;606261;;Innebandyklubba SALMING Shooter 30;INNEBANDY;;;Floorball;Innebandyklubba SALMING Campus Shooter 30;En populär kompositklubba med prisvärt skaft med flex (30). Utrustad med Salmings Shooter-blad. Med sin unika shooter-pocket får du ”grepp” om bollen för optimal bollbehandling och grymma dragskott. Längd 96 cm (skaft). Klubborna säljs endast styckvis och finns både som vänster och höger.;;;;;424.76;SEK;25%;ST;;;;;https://webshop.unisport.com/se_sv/image/606261;
;606262;;Innebandyklubba SALMING Shooter 30;INNEBANDY;;;Floorball;Innebandyklubba SALMING Campus Shooter 30;En populär kompositklubba med prisvärt skaft med flex (30). Utrustad med Salmings Shooter-blad. Med sin unika shooter-pocket får du ”grepp” om bollen för optimal bollbehandling och grymma dragskott. Längd 96 cm (skaft). Klubborna säljs endast styckvis och finns både som vänster och höger.;;;;;424.76;SEK;25%;ST;;;;;https://webshop.unisport.com/se_sv/image/606262;
;606263;;Innebandyklubba SALMING Composite 29;INNEBANDY;;;Floorball;Innebandyklubba SALMING Composite 29;En populär kompositklubba med prisvärt lättviktsskaft och hård flex. Utrustad med Salmings Aero-blad. Flex 29. Längd 100 cm (skaft). Klubborna säljs endast styckvis och finns både som vänster och höger.;;;;;424.76;SEK;25%;ST;;;;;https://webshop.unisport.com/se_sv/image/606263;
;606264;;Innebandyklubba SALMING Composite 29;INNEBANDY;;;Floorball;Innebandyklubba SALMING Composite 29;En populär kompositklubba med prisvärt lättviktsskaft och hård flex. Utrustad med Salmings Aero-blad. Flex 29. Längd 100 cm (skaft). Klubborna säljs endast styckvis och finns både som vänster och höger.;;;;;424.76;SEK;25%;ST;;;;;https://webshop.unisport.com/se_sv/image/606264;
;606277;;Handboll SELECT Solera;BOLLAR;;;Handball;Handboll SELECT Solera strl 1;Handboll av högsta kvalitet för matchspel. Officiell storlek och vikt. Godkänd av EHF. Finns i 3 storlekar (omkrets strl. 2: 54-56 cm, strl. 3: 58-60 cm).;;;;;333.74;SEK;25%;ST;;;;;https://webshop.unisport.com/se_sv/image/606277;
;606278;;Kompressionsbinda;FÖRBRUKN;;;Medical equipment;Kompressionsbinda 120 mm;Elastisk binda på rulle 7 m. Klipps i önskad längd. Finns i två bredder.;;;;;111.52;SEK;25%;ST;;;;;https://webshop.unisport.com/se_sv/image/606278;
;606279;;Underlagsbinda;FÖRBRUKN;;;Medical equipment;Underlagsbinda Prewrap SELECT;Placeras mellan tejp och hud för att skydda. Förhindrar irritationer på utsatta områden, t.ex. anklar, knän och handleder. Särskilt lämplig för sportutövare som ofta tejpar sig. Bredd: 70 mm.;;;;;183.68;SEK;25%;ST;;;;;https://webshop.unisport.com/se_sv/image/606279;
;606280;;Kinesiotejp;FÖRBRUKN;;;Medical equipment;Kinesiotejp ljusblå;Bekväm och andningsfunktionell tejp, som tillåter obehindrad rörelse. Helar och förebygger sportsskador och förbättrar blodgenomströmningen. Tejpen ger musklerna stöd och hämmar muskelspänningar. Ger bestående kompression. Sitter kvar i 3-5 dagar. Bredd: 50 mm. Längd: 5 meter per rulle. Finns i två färger.;;;;;63.14;SEK;25%;ST;;;;;https://webshop.unisport.com/se_sv/image/606280;
;606281;;Kinesiotejp;FÖRBRUKN;;;Medical equipment;Kinesiotejp rosa el röd;Bekväm och andningsfunktionell tejp, som tillåter obehindrad rörelse. Helar och förebygger sportsskador och förbättrar blodgenomströmningen. Tejpen ger musklerna stöd och hämmar muskelspänningar. Ger bestående kompression. Sitter kvar i 3-5 dagar. Bredd: 50 mm. Längd: 5 meter per rulle. Finns i två färger.;;;;;63.14;SEK;25%;ST;;;;;https://webshop.unisport.com/se_sv/image/606281;
;606309;;Fodral till skumplint 4-delad;GYMNASTIK;;;Other;komplett fodral till skumplint 4-delad;Komplett fodral till Skumplint till 4-delad (605150).;;;;;10,006.46;SEK;25%;ST;;;;;https://webshop.unisport.com/se_sv/image/606309;
;606322;;Fodral till SOFTLINE Junior Miniplint;RESERVDEL;;;Accessories;Komplett fodral till Softline Junior Miniplint;Komplett fodral till Softline Junior Miniplint (304216).;;;;;4,645.30;SEK;25%;ST;;;;;https://webshop.unisport.com/se_sv/image/606322;
;606338;;Bordtennisboll STIGA Perform;FÖRBRUKN;;;Tabletennis;Bordtennisboll STIGA 3-stjärnig 6-p;6 st godkända matchbollar för bordtennis från Stiga.;;;;;79.54;SEK;25%;FP;;;;;https://webshop.unisport.com/se_sv/image/606338;
